row,subject,structure,text
358,3_technical,2_copyedit,What do your error bars represent?
359,3_technical,4_specific,"any time you have an average graphed, you will need standard deviation bars (The standard deviation error bar option on excel doesn’t work properly, take a look at the resource guide or email me to learn how to add it properly). As such, this graph should have 16 total standard deviation bars."
360,2_writing,3_general,Avoid colloquial language
361,3_technical,2_copyedit,Save this for the Table caption
362,3_technical,2_copyedit,Standard error bars represent standard error of means (I’m assuming….)
363,3_technical,4_specific,Error bars?
364,1_basic,3_general,Missing outside sources (Basic Criteria)
365,4_logic,3_general,Do not assume that you did it wrong.
366,3_technical,3_general,This is raw data
367,3_technical,2_copyedit,"Avoid this. Since the stat’s weren’t significant, you can’t say that xxx was higher than yyy"
368,3_technical,4_specific,"Similarly, you hardly discuss your results in the discussion, instead explaining the reasoning for your hypothesis."
369,3_technical,2_copyedit,"Graphs look good, except you don’t need a title, and don’t need the legend"
370,2_writing,3_general,Good but try to make this more concise.
371,3_technical,4_specific,What am I supposed to take away from this figure?
372,3_technical,2_copyedit,Report the specific means +/- Sd
373,3_technical,4_specific,Potassium has a more specific role in nerves. The potassium channels open after Acetylcholine is released to try to hyperpolarize the cell and bring it back to resting potential.
374,3_technical,4_specific,These are essentially methods.
375,4_logic,3_general,What does this say about your hypothesis? What do you conclude?
376,3_technical,2_copyedit,Still days
377,4_logic,4_specific,"Instead of thinking that three replicates were too small, think about the procedure of isolating the chloroplast. Maybe there weren’t enough chloroplast in the samples because they weren’t isolated properly. You mentioned about it in later sentences. Three replicates is a standard sample size so I wouldn’t say that it is too small."
378,3_technical,4_specific,This should be included in the results section
379,3_technical,4_specific,What control?
380,3_technical,4_specific,This is not a valid citation for your experiment. That information in your Intro is completely irrelevant. Find another citation to explain the results.
381,3_technical,4_specific,Indicate how absorbance decrease relates to photosynthesis activity. Does it increase or decrease photosynthesis?
382,4_logic,6_holistic,"There’s a big jump here from talking about betta-betta interactions to betta-tetra interactions, and you don’t give the reader any background information as to why this is important or why we would expect bettas to react differently to other fish as opposed to other bettas. This information is key to putting your hypothesis into context – why do you expect to see less aggression in interspecific vs. intra?"
383,3_technical,2_copyedit,Exact amount (mL) and concentration of the chemical?
384,1_basic,4_specific,"Also, and reasoning needs to be done in your discussion and not your results. You can state observations, but wait to reason with them until the discussion."
385,3_technical,2_copyedit,Which journal is this from?
386,3_technical,2_copyedit,Alpha?
387,2_writing,4_specific,"Very solid introduction. I would have liked for you to specifically mention photosynthetic effects of light limitation, but very good as a whole."
388,3_technical,2_copyedit,iWorx
389,3_technical,4_specific,These are not resultsDescribe the trendsReference figuresSupport the observations with the statistical results.
390,4_logic,6_holistic,"I don’t think this is very important, certainly not as important as a deeper interpretation of your results. So you found that shelter decreases aggression, and now what does that mean for the fish, their fitness, and natural/artificial selection?"
391,3_technical,2_copyedit,Number your figures in the order to which you refer to them.
392,3_technical,3_general,This is still more than necessary to mention when talking about standard deviations but it’s okay this time
393,3_technical,4_specific,How are you defining authentic/unauthentic?
394,3_technical,4_specific,Need to show these data with just 2 bars. With the overall means instead of the means of each pot
