"","subject","structure","text"
"363","outgroup","outgroup","I would try to avoid “obviously” as it can seem demeaning to readers that did not arrive at this conclusion."
"364","ingroup","outgroup","Standard deviations mean nothing without an average"
"365","ingroup","outgroup","Standard deviations? Stats?"
"366","ingroup","outgroup","The null hypothesis cannot be rejected. That is the language you should use"
"367","ingroup","ingroup","Can you explain the coloration of the bars – what is represented by red, what is green? What do the error bars show?"
"368","outgroup","outgroup","Check spelling throughout:ResourcesThere = theirWhere = wereAll of the blue underlines need to be corrected, they indicate areas where you have used the wrong word."
"369","outgroup","ingroup","Also, this and the next sentence are “big picture” and would flow better toward the end of the discussion."
"370","ingroup","ingroup","Citation?"
"371","outgroup","ingroup","This and the next sentence are “big picture” and would flow better toward the end of the discussion."
"372","outgroup","ingroup","Include a topic sentence at the beginning of this paragraph, something like, “Mung bean plants were planted and grown in sunlight and shade for two weeks.” Then you can talk about the details. This type of sentence will orient the reader to where you are heading with the paragraph.How did you exclude the sunlight? This can be more specific"
"373","outgroup","ingroup","Is this a strong ending? Remember we want to bring it out to the big picture, and connect back to the introduction. Rework the structure of the discussion to leave the reader with a strong impression of why your work is important."
"374","ingroup","ingroup","Only length and weight, or do you mean ratios?"
"375","ingroup","ingroup","Say something about the difference in coloration here"
"376","outgroup","outgroup","The ozone-sunlight-plant allocation connection is an interesting idea, can you develop it a little more? What is the connection between chloroplasts and stems as opposed to chloroplasts and roots?"
"377","ingroup","outgroup","This should be condensed:The mean weight ratios for plants in sunlight was 0.83 ± 0.16, and in shade was 0.57 ± 0.04 (and so on… means and std dev need to be stated together)."
"378","outgroup","ingroup","Which mung bean is further along? The purple ones? This sentence and the one further below basically repeat each other- can you combine?"
"379","ingroup","outgroup","Your figures don’t need titles, because they will have captions."
"380","ingroup","outgroup","Again, what kind of growth? Roots? Shoots?"
"381","ingroup","outgroup","Cite some literature backing up these claims"
"382","outgroup","outgroup","Good detail, but you can be more concise"
"383","outgroup","ingroup","Hypothesis comes before methods"
"384","outgroup","ingroup","Remember, start your abstract broadly. You need a sentence or two of background before you state the purpose of the experiment."
"385","outgroup","outgroup","Start by explaining underlying biological concepts, not the study system. Field peas are a means to an end, not the focal point of your study. What biological concepts were you trying to learn about?"
"386","ingroup","ingroup","These are raw data; you should only include mean R:S data and SD. Figures also better represent data visually than do tables"
"387","outgroup","outgroup","You need to do a better job of explaining the underlying biology of the experiment in introduction."
"388","outgroup","outgroup","Your methods and results sections can be made much more concise."
"389","outgroup","ingroup","You present a solid biological mechanism in the discussion, but you need to expand on your explanation with primary literature."
"390","ingroup","outgroup","Figures do a better job of communicating trends in data than do tables."
"391","ingroup","ingroup","You should not present raw data in your tables"
"392","outgroup","outgroup","Use parentheses. They will save words."
"393","outgroup","ingroup","What does R:S tell us about growth? Why is it important to measure?"
"394","ingroup","ingroup","What effect does temperature have on plant growth?"
"395","ingroup","ingroup","What kind of growth? Roots? Shoots? Be specific."
"396","ingroup","ingroup","Why? What does the length ratio tell you that the mass ratio does not? Be specific."
"397","ingroup","outgroup","Figures not cited and data not well presented."
"398","ingroup","outgroup","It’s good that you changed the colors, but the legend on the figure itself should say blue –treatment and red-control as well"
