unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.00091,R_3EmeQfD9rHr8GYB,79,,Std_WWqzJAra,114,TA_l0zDB5kQ,manduca,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Raw data,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00092,R_3EmeQfD9rHr8GYB,80,,Std_WWqzJAra,114,TA_l0zDB5kQ,manduca,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Reference your figures ,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00093,R_3EmeQfD9rHr8GYB,81,,Std_WWqzJAra,114,TA_l0zDB5kQ,manduca,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,What mean?  You should include the means that are important to your discussion here in paragraph form.,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00094,R_3EmeQfD9rHr8GYB,82,,Std_WWqzJAra,114,TA_l0zDB5kQ,manduca,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"You can keep this, just make sure the significant digits are correct.",3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00095,R_QaeaYIjvKjNmysh,83,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Cite these as written journal articles (see resource guide) ,3. Technical and Scientific,General info,Explanatory,Within Report,FLAG,
Sp18.00096,R_QaeaYIjvKjNmysh,84,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Ha, ok it’s great that you’re excited but here just say whether your hypothesis was supported or not. ",3. Technical and Scientific,Copy Correction,Directive,Within Report,Positive,
Sp18.00097,R_QaeaYIjvKjNmysh,85,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Move this to the end of the intro after you’ve built up a good argument for why this hypothesis might be true. ,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00098,R_QaeaYIjvKjNmysh,86,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Ok so now, put this in context of evolution and animal behavior to wrap up your report. ",4. Logic and Thinking,Specific info,Directive,Within Report,Neutral,
Sp18.00099,R_QaeaYIjvKjNmysh,87,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Okay I see why you included this (because you needed a reference) but it’s not helping you support your hypothesis. Can you find a better source that actually talks about shelter? There are lots of fish that hide in coral reefs for shelter, for example. Looking at some articles about them may be a better resource.Overall, this is better than your plant introductions were, so I see improvement here.  ",4. Logic and Thinking,Holistic,Reflective,Beyond Report,Positive,
Sp18.0010,R_QaeaYIjvKjNmysh,88,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Pretend like you are writing a scientific journal article, not a lab notebook- avoid phrases like this one. ",2. Writing Quality,Holistic,Directive,Within Report,Neutral,
Sp18.00101,R_QaeaYIjvKjNmysh,89,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Report results of t-test as shown in the resource guide. Ex: “We found a significant difference between x and y (t=, df= , p=). ",3. Technical and Scientific,General info,Explanatory,Within Report,Neutral,
Sp18.00102,R_QaeaYIjvKjNmysh,90,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Start by talking about the fish you used, not the tanks. ",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00103,R_QaeaYIjvKjNmysh,91,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"To compare what, exactly. The number of red manes for a single fish? For both fish added together? Something else? ",3. Technical and Scientific,Holistic,Reflective,Within Report,Neutral,
Sp18.00104,R_QaeaYIjvKjNmysh,92,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,,Yes,Yes,Yes,Yes,Yes,No,Yes,,What do the error bars represent? ,3. Technical and Scientific,Copy Correction,Reflective,Within Report,Neutral,
Sp18.00105,R_QaeaYIjvKjNmysh,93,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,155,Yes,Yes,Yes,Yes,Yes,No,Yes,,What’s up with the y-axis? ,3. Technical and Scientific,Specific info,Corrective,Within Report,FLAG,
Sp18.00106,R_QaeaYIjvKjNmysh,93,,Std_aiqyipj2,113,TA_YiRfsy28,betta,second,Submission,B,13,156,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Also check that your standard deviation bars are reflecting the correct values, they look like they are the same size and they shouldn’t be. ",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00107,R_REwQZwCQBxInqMN,94,,Std_negduoDf,114,TA_l0zDB5kQ,frog,second,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Grade: 4Good job with the figures!  However you didn’t referenced them in the paper.  ,12. Narrative Comments,Specific info,Corrective,Within Report,Positive,
Sp18.00108,R_22E3L7dKrY91LVH,95,,Std_Mqax2LC6,113,TA_bc8EVX09,betta,second,Revision,B,5,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"Not specific enough, raw data",3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00109,R_22E3L7dKrY91LVH,96,,Std_Mqax2LC6,113,TA_bc8EVX09,betta,second,Revision,B,5,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Raw data,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00110,R_006AxW8EJzPNtaZ,97,,Std_6QiXMN6g,113,TA_fMNrLFgi,allocation,first,Submission,F,5,,No,Yes,No,Yes,No,No,No,,This report will have to receive a 1/4 since it’s not done yet. But you can correct it for the 2nd submission ,1. Basic Criteria,General info,Explanatory,Within Report,Negative-reasonable,
Sp18.00111,R_00QUl6KP3ZxlQEt,98,,Std_p1Mcpg8E,114,TA_kKK8bPFb,manduca,first,Revision,B,9,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Use peer reviewed/primary literature,3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00112,R_00wC4yy0XRXAsiF,99,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Be careful with your language. Adaptations and phenotypic plasticity are not the same concept.,4. Logic and Thinking,Specific info,Directive,Within Report,Neutral,
Sp18.00113,R_00wC4yy0XRXAsiF,100,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Do not support,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00114,R_00wC4yy0XRXAsiF,101,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,"Don’t lead with the purpose of the experiment. Remember, start broad and get more specific.",2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00115,R_00wC4yy0XRXAsiF,102,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,88,Yes,Yes,Yes,Yes,Yes,No,No,,"Good point, but you need to back it up with scientific literature.",2. Writing Quality,Specific info,Directive,Within Report,Positive,
Sp18.00116,R_00wC4yy0XRXAsiF,102,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,89,Yes,Yes,Yes,Yes,Yes,No,No,,You also need to use a more scientific tone. ,2. Writing Quality,General info,Directive,Within Report,Neutral,
Sp18.00117,R_00wC4yy0XRXAsiF,103,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Never use quotes in scientific writing,2. Writing Quality,General info,Corrective,Within Report,Neutral,
Sp18.00118,R_00wC4yy0XRXAsiF,104,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Statistics? How do you know whether or not they were significantly different?,3. Technical and Scientific,Specific info,Reflective,Within Report,Neutral,
Sp18.00119,R_00wC4yy0XRXAsiF,105,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,This is not proper citation format. None of these sources are primary literature. You need to search for peer-reviewed research articles. Come to see me if you need help with research,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00120,R_00wC4yy0XRXAsiF,106,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,This is the same information available in your figureds,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00121,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,142,Yes,Yes,Yes,Yes,Yes,No,No,,This lab report needs a lot of work.,5. Praise or Concern,General info,Directive,Within Report,FLAG,
Sp18.00122,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,143,Yes,Yes,Yes,Yes,Yes,No,No,,"You need to expand on your explanation of plant allocation in the introduction, paying particular attention to the effect of soil nutrient availability on root growth. ",4. Logic and Thinking,Specific info,Directive,Within Report,Neutral,
Sp18.00123,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,144,Yes,Yes,Yes,Yes,Yes,No,No,,Your methods need to explain your analysis methods and your results need to include statistics. ,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00124,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,145,Yes,Yes,Yes,Yes,Yes,No,No,,"You don’t really use primary literature in any section, although I’ll give it a pass because it’s the first lab report. Make sure all articles you cite are peer-reviewed from here on out. ",1. Basic Criteria,General info,Directive,Within Report,Negative-reasonable,
Sp18.00125,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,146,Yes,Yes,Yes,Yes,Yes,No,No,,Your discussion would have been strong had you used actual primary literature.,1. Basic Criteria,General info,Directive,Within Report,FLAG,
Sp18.00126,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,147,Yes,Yes,Yes,Yes,Yes,No,No,,Your citations need to be in a different format. ,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00127,R_00wC4yy0XRXAsiF,107,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,148,Yes,Yes,Yes,Yes,Yes,No,No,,You also need to focus on using scientific language throughout the lab report.,2. Writing Quality,General info,Corrective,Within Report,Neutral,
Sp18.00128,R_00wC4yy0XRXAsiF,108,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Vermiculite,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00129,R_00wC4yy0XRXAsiF,109,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,What about statisitics?,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00130,R_00wC4yy0XRXAsiF,110,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,Why? What about sand promotes root vegetable growth? ,4. Logic and Thinking,Holistic,Reflective,Within Report,FLAG,
Sp18.00131,R_00wC4yy0XRXAsiF,111,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to introduce all elements of your hypothesis before you formally state your hypothesis.,4. Logic and Thinking,General info,Directive,Within Report,Neutral,
Sp18.00132,R_00wC4yy0XRXAsiF,112,,Std_uy1tNt0j,113,TA_bc8EVX09,allocation,first,Submission,C,17,,Yes,Yes,Yes,Yes,Yes,No,No,,You should reorganize the figure so that treatments are next to one another to make comparisons easier. ,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00133,R_03clvu2WH5HKkVD,113,,Std_mq6K5YTw,114,TA_l0zDB5kQ,manduca,first,Submission,F,5,,Yes,Yes,Yes,Yes,Yes,No,No,,"Grade: 1 TFSo, this paper is almost the same as Madeleine’s Report (and vice-versa) so you can both look at her report for my comments.  Do not do this again. If you do, it will be plagiarism. ",12. Narrative Comments,General info,Explanatory,Within Report,Negative-reasonable,
Sp18.00134,R_03tTMGaz6L3ucAp,114,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,All these numbers are confusing and make your result section hard to follow. ,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00135,R_03tTMGaz6L3ucAp,115,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Amplitude of  contraction,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00136,R_03tTMGaz6L3ucAp,116,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,At what voltage. That is important for this figure. ,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00137,R_03tTMGaz6L3ucAp,117,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Consider the y-axis: Amplitude of Contraction (V),3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00138,R_03tTMGaz6L3ucAp,118,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,redaction,2. Writing Quality,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00139,R_03tTMGaz6L3ucAp,119,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,This sentence looks incomplete. ,2. Writing Quality,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00140,R_03tTMGaz6L3ucAp,120,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,"You don’t need to mention all these, that information is included in the figure. ",3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00141,R_03tTMGaz6L3ucAp,121,,Std_k55eEnUN,114,TA_kLMtS9Cu,frog,second,Revision,A,18,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,You should include that was obtained at different voltages of stimulation. ,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00142,R_06OcqcUSg3CHlYx,122,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Are these averaged values? Where are the SD,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00143,R_06OcqcUSg3CHlYx,123,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Citation formatting,3. Technical and Scientific,Copy Correction,Corrective,Within Report,FLAG,
Sp18.00144,R_06OcqcUSg3CHlYx,124,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Citations,3. Technical and Scientific,General info,Corrective,Within Report,FLAG,
Sp18.00145,R_06OcqcUSg3CHlYx,125,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Different doses,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00146,R_06OcqcUSg3CHlYx,126,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Do not cite your hypothesis,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00147,R_06OcqcUSg3CHlYx,127,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Do not use separate sentences for statistics,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00148,R_06OcqcUSg3CHlYx,128,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,"Hypotheses are neither correct nor incorrect. The data support or make you reject the hypothesis, but that does not mean it was correct or incorrect.",2. Writing Quality,General info,Directive,Within Report,Neutral,
Sp18.00149,R_06OcqcUSg3CHlYx,129,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Passive voice is recommended,2. Writing Quality,General info,Directive,Within Report,Neutral,
Sp18.00150,R_06OcqcUSg3CHlYx,130,,Std_lWTDqb7O,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,This is not a figure legend. You need to explain the figure information here,3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00151,R_06zj20rk359emt7,131,,Std_uGT6Rmiv,114,TA_2R8KStqZ,manduca,first,Revision,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,And what effect(s) do you predict (hypothesize) that it will have?,4. Logic and Thinking,Holistic,Reflective,Within Report,Neutral,
Sp18.00152,R_06zj20rk359emt7,132,,Std_uGT6Rmiv,114,TA_2R8KStqZ,manduca,first,Revision,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good discussion,5. Praise or Concern,General info,Explanatory,Within Report,Positive,
Sp18.00153,R_06zj20rk359emt7,133,,Std_uGT6Rmiv,114,TA_2R8KStqZ,manduca,first,Revision,B,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I actually liked your first couple sentences in the first draft intro. Why replace them?,2. Writing Quality,Holistic,Reflective,Beyond Report,Positive,
Sp18.00154,R_07lU59ZMLAgof3L,134,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,"Be more specific about what you mean here, what is the exact thing you are measuring?",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00155,R_07lU59ZMLAgof3L,135,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,"Careful using this term, unless it was actually exponential growth",3. Technical and Scientific,Copy Correction,Explanatory,Within Report,Neutral,
Sp18.00156,R_07lU59ZMLAgof3L,136,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,Describe activity,3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00157,R_07lU59ZMLAgof3L,137,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,For manduca sexta is it better to keep in in a pupal phase or an adult?,4. Logic and Thinking,Holistic,Reflective,Within Report,Neutral,
Sp18.00158,R_07lU59ZMLAgof3L,138,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,How and with what?,3. Technical and Scientific,No basis to judge,Directive,Within Report,Neutral,
Sp18.00159,R_07lU59ZMLAgof3L,139,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,State your statistical test but you do not report the results of it in this section. ,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00160,R_07lU59ZMLAgof3L,140,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,"There are several things wrong with this chart, I count at least 3, try to fix this and then meet with me to go over it.",3. Technical and Scientific,Holistic,Reflective,Within Report,FLAG,
Sp18.00161,R_07lU59ZMLAgof3L,141,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,They were 4th instar larvae,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00162,R_07lU59ZMLAgof3L,142,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,This is an observation,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00163,R_07lU59ZMLAgof3L,143,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,Try to be a little more precise here,2. Writing Quality,General info,Directive,Within Report,Neutral,
Sp18.00164,R_07lU59ZMLAgof3L,144,,Std_Avjg3aUu,114,TA_TaMqWbpv,manduca,first,Submission,F,12,,Yes,Yes,Yes,Yes,No,No,Yes,,Try to clean up this sentence,2. Writing Quality,General info,Directive,Within Report,Neutral,
